,Unnamed: 0,t_dat,customer_id,article_id,price,sales_channel_id
31755458,31755458,2020-09-22,0003e867a930d0d6842f923d6ba7c9b77aba33fe2a0fbf4672f30b3e622fec55,827487003,0.0423559322033898,2
31755459,31755459,2020-09-22,000525e3fe01600d717da8423643a8303390a055c578ed8a97256600baf54565,874110016,0.0254067796610169,2
31755460,31755460,2020-09-22,0010e8eb18f131e724d6997909af0808adbba057529edb1523944f7d4e02b4ce,610776002,0.008457627118644,1
31755461,31755461,2020-09-22,0010e8eb18f131e724d6997909af0808adbba057529edb1523944f7d4e02b4ce,372860001,0.0135423728813559,1
31755462,31755462,2020-09-22,001436e2c83cda28548dd668cfc7d621d70d2baf6f6cf0684c7cc8499d0c351f,687524001,0.0254067796610169,2
31755463,31755463,2020-09-22,001436e2c83cda28548dd668cfc7d621d70d2baf6f6cf0684c7cc8499d0c351f,871517012,0.0254067796610169,2
31755464,31755464,2020-09-22,0026ebdd70715d8fa2befa14dfed317a1ffe5451aba839a8a25af36ee78f061c,850917001,0.0254067796610169,2
31755465,31755465,2020-09-22,0026ebdd70715d8fa2befa14dfed317a1ffe5451aba839a8a25af36ee78f061c,760084003,0.0254067796610169,2
31755466,31755466,2020-09-22,0026ebdd70715d8fa2befa14dfed317a1ffe5451aba839a8a25af36ee78f061c,785018003,0.0169322033898305,2
31755467,31755467,2020-09-22,0026ebdd70715d8fa2befa14dfed317a1ffe5451aba839a8a25af36ee78f061c,759465001,0.0118474576271186,2
31755468,31755468,2020-09-22,002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,894340001,0.0508305084745762,2
31755469,31755469,2020-09-22,002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,785034009,0.0508305084745762,2
31755470,31755470,2020-09-22,002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,909014002,0.1186271186440677,2
31755471,31755471,2020-09-22,002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,685814022,0.0338813559322033,2
31755472,31755472,2020-09-22,002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,875635003,0.0254067796610169,2
31755473,31755473,2020-09-22,002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,448509018,0.0423559322033898,2
31755474,31755474,2020-09-22,002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,719530003,0.0338813559322033,2
31755475,31755475,2020-09-22,002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,902161004,0.0338813559322033,2
31755476,31755476,2020-09-22,002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,448509035,0.0423559322033898,2
31755477,31755477,2020-09-22,002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,928332001,0.0677796610169491,2
31755478,31755478,2020-09-22,00357b192b81fc83261a45be87f5f3d59112db7d117513c1e908e6a7021edc35,909721003,0.0423559322033898,2
31755479,31755479,2020-09-22,003bb11f4a641d26e321b80c099618b2c1cf26fee040dda0a9d3713d2e5ada8a,895836003,0.0423559322033898,2
31755480,31755480,2020-09-22,0049f94e2289eed627a49f2a5a6418bc8ce6ee7e2a902de187b3e7288fc0bf76,917481003,0.0169322033898305,1
31755481,31755481,2020-09-22,0049f94e2289eed627a49f2a5a6418bc8ce6ee7e2a902de187b3e7288fc0bf76,866455003,0.0101525423728813,1
31755482,31755482,2020-09-22,004d932f7a27ac3167c77db81d9cfd89392729e7f7e0d4c27e57ba355fc93988,783346023,0.0254067796610169,2
31755483,31755483,2020-09-22,004d932f7a27ac3167c77db81d9cfd89392729e7f7e0d4c27e57ba355fc93988,751471001,0.0338813559322033,2
31755484,31755484,2020-09-22,004d932f7a27ac3167c77db81d9cfd89392729e7f7e0d4c27e57ba355fc93988,751471001,0.0338813559322033,2
31755485,31755485,2020-09-22,004d932f7a27ac3167c77db81d9cfd89392729e7f7e0d4c27e57ba355fc93988,751471041,0.0338813559322033,2
31755486,31755486,2020-09-22,004d932f7a27ac3167c77db81d9cfd89392729e7f7e0d4c27e57ba355fc93988,751471038,0.0338813559322033,2
31755487,31755487,2020-09-22,0056cda7d40ba00013aec8d1cb2ae90abc5c795ee298ca951108f6a0aafc8180,906169002,0.0677796610169491,2
31755488,31755488,2020-09-22,0059a72dc89bd3a2bd42e523d98567a0f1acd1f7046f9bdae89e04ddc0a494cf,882357001,0.3372881355932203,2
31755489,31755489,2020-09-22,005d057b0efb307cd8ff450693575f0a3dd01211900138c3f900de5473221f34,884174003,0.0169322033898305,1
